/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: ORB
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
710,25,254,24,246,24,249
711,25,250,23,237,25,257
712,23,234,24,240,24,249
713,25,251,24,248,24,247
714,26,260,24,245,25,256
715,25,256,26,264,25,256
716,25,251,25,252,25,253
717,26,263,25,259,27,273
718,24,248,25,253,26,267
719,25,256,25,250,25,256
720,23,237,24,240,25,252
721,25,250,24,246,24,246
722,25,257,23,239,25,251
723,25,251,24,248,25,251
724,25,251,24,240,25,259
725,26,265,24,249,24,242
726,25,250,25,257,24,248
727,25,258,24,247,25,255
728,27,270,24,249,25,252
729,27,279,25,251,25,253
730,25,258,27,272,24,245
731,26,264,25,254,25,257
732,25,258,24,242,25,256
733,25,259,24,244,24,249
734,25,256,24,249,26,267
735,26,263,24,249,27,274
736,24,247,23,234,25,251
737,25,255,26,263,26,265
738,25,256,25,256,25,259
739,25,254,25,254,24,244
740,25,258,26,261,25,257
741,24,248,24,249,23,239
742,24,249,24,242,26,261
743,24,246,24,242,25,253
744,25,254,24,243,26,268
745,24,240,25,250,27,271
746,24,246,25,259,24,243
747,24,241,26,261,24,247
748,26,260,25,257,24,242
749,25,257,25,250,24,244
750,26,261,25,254,25,253
751,25,257,25,259,26,265
752,24,243,25,255,25,255
753,25,254,25,253,26,264
754,24,244,24,246,25,252
755,24,244,24,244,25,252
756,24,243,23,238,24,249
757,24,242,25,252,25,251
758,26,261,24,244,26,261
759,25,257,25,252,24,249
760,25,251,24,242,26,261
761,26,261,24,242,25,250
762,25,253,24,249,24,241
763,26,266,24,248,26,261
764,25,252,25,257,25,256
765,26,261,23,236,24,241
766,25,254,24,240,24,240
767,25,253,23,236,22,225
768,25,252,24,245,24,247
769,23,239,24,243,24,243
770,25,250,24,243,22,220
771,24,245,22,224,23,232
772,24,243,23,236,22,227
773,26,260,23,238,25,250
774,26,264,23,239,25,255
775,25,251,24,245,24,242
776,25,256,23,234,23,238
777,24,246,24,242,24,248
778,25,251,22,224,24,242
779,26,268,23,237,24,246
780,25,257,23,236,23,239
781,25,259,23,237,24,245
782,25,258,24,245,24,244
783,24,247,23,237,23,233
784,24,240,24,241,23,235
785,24,245,24,240,23,239
786,24,241,22,229,21,219
787,24,241,23,235,22,222
788,25,250,23,232,24,242
789,25,253,22,227,22,228
790,25,258,23,235,22,220
791,25,253,22,229,23,237
792,25,253,22,228,23,237
793,25,251,24,240,23,233
794,25,251,24,246,24,249
795,24,249,23,238,23,237
796,25,250,24,248,24,247
797,25,258,25,258,25,253
798,25,254,24,242,24,248
799,24,246,24,245,25,252
800,25,251,24,240,24,243
801,25,255,24,242,24,248
802,26,260,25,251,25,252
803,26,262,26,263,25,251
804,25,259,25,255,25,253
805,25,253,24,244,24,244
806,26,261,25,255,23,237
807,25,253,25,250,26,260
808,24,247,24,249,25,258
809,23,238,25,253,26,269
810,24,247,24,248,25,257
811,25,257,24,248,24,243
812,25,259,25,253,25,256
813,25,257,25,253,25,251
814,25,255,25,254,27,274
815,27,274,25,259,24,246
816,25,258,24,242,26,265
817,25,255,26,262,25,252
818,25,255,25,256,25,250
819,26,260,26,262,24,242
820,24,246,25,258,23,239
821,25,253,26,261,24,248
