/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: SIFT
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
699,46,1406,78,1464,80,2524
700,63,1244,96,1510,67,2553
701,50,1289,80,1486,79,2448
702,55,1337,76,1574,66,2457
703,46,1366,69,1531,78,2338
704,50,1229,87,1562,84,2348
705,47,1224,82,1500,74,2386
706,54,1241,85,1474,74,2416
707,66,1285,84,1476,78,2346
708,56,1268,75,1492,80,2349
709,68,1235,80,1491,92,2317
710,50,1197,72,1503,84,2313
711,54,1237,72,1453,84,2324
712,62,1245,82,1494,84,2416
713,60,1293,91,1455,103,2510
714,63,1239,75,1487,86,2400
715,58,1218,94,1463,96,2469
716,57,1255,89,1464,90,2454
717,64,1356,87,1438,90,2434
718,66,1414,97,1513,85,2577
719,65,1416,102,1518,77,2621
720,59,1308,88,1552,82,2647
721,72,1388,96,1601,96,2677
722,80,1402,74,1542,106,2665
723,74,1538,86,1569,86,2724
724,68,1378,92,1557,98,2721
725,61,1377,80,1595,90,2811
726,42,1391,62,1637,84,2663
727,65,1399,77,1577,88,2718
728,72,1483,82,1583,89,2757
729,63,1411,72,1584,89,2784
730,50,1404,78,1590,87,2845
731,55,1480,74,1611,80,2784
732,48,1469,75,1655,87,2681
733,64,1614,82,1639,99,2787
734,67,1564,74,1597,85,2820
735,48,1488,80,1593,78,2816
736,59,1447,79,1732,71,2837
737,49,1546,76,1677,84,2807
738,50,1560,80,1748,81,2619
739,59,1558,92,1790,91,2770
740,60,1457,86,1814,76,2760
741,59,1561,85,1746,83,2566
742,55,1562,84,1692,95,2815
743,56,1476,94,1722,111,2718
744,55,1477,73,1801,106,2838
745,57,1528,67,1674,94,2799
746,62,1492,78,1739,103,2587
747,65,1429,79,1701,93,2688
748,60,1478,81,1641,93,2791
749,61,1507,72,1629,94,2608
750,56,1466,74,1665,84,2706
751,46,1529,68,1620,79,2529
752,53,1448,67,1614,95,2390
753,70,1465,67,1616,97,2507
754,72,1411,84,1615,97,2519
